cohort,dataset,outcome,model,n,pearson_r,spearman_rho,prediction_sd,pearson_ci_2_5,pearson_ci_97_5,spearman_ci_2_5,spearman_ci_97_5,successful_bootstraps,metric_note,panel_order,drug_name,study_role,mechanism_class
GDSC2_strict_sanger_heldout,GDSC2,AUC,Random forest,352,0.3363845372376292,0.3587680025357078,0.3366383396212044,0.2566432866073828,0.4102390305070326,0.2653925508444066,0.4417408041107774,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Mean baseline,572,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Elastic Net,572,0.0578679372225534,-0.0048256820155115,0.700759315234925,-0.0270972462506942,0.1382062964931152,-0.0882092062350442,0.0775830579041171,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Random forest,572,0.3625410260599565,0.371563921723924,0.3457776054845632,0.3030894607344025,0.4229835803107611,0.3011991959026732,0.4377227069205837,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Mean baseline,572,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Elastic Net,572,0.0091987786193048,-0.0125187527375293,0.700759315234925,-0.0767179593952967,0.0910715089185972,-0.0954780115825982,0.0714219346447664,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Random forest,572,0.3251620603494342,0.3521348769787716,0.3457776054845632,0.2589311395825709,0.3860136109162572,0.2828088887825138,0.4196239654000498,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Mean baseline,339,,,4.440892098500626e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Elastic Net,339,0.0913387335791736,0.0231933565173464,0.742656504649121,-0.0157431118976203,0.1979654181226895,-0.083034471410209,0.132625635962621,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Random forest,339,0.2014228715440013,0.2165252318657996,0.3338076232693284,0.096289684598464,0.3077441333434665,0.1170683232164781,0.3177718421994782,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Mean baseline,339,,,4.440892098500626e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Elastic Net,339,0.0564251063500208,0.0064386460454213,0.742656504649121,-0.0537861674248418,0.1706946122664888,-0.0984588364907544,0.1098500044652916,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Random forest,339,0.1869585054390104,0.195342662383066,0.3338076232693284,0.0920449464944202,0.2788615297644906,0.0988890716237018,0.2900508870112085,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Mean baseline,551,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Elastic Net,551,0.0506320727091423,-0.0094180899980631,0.68623994588665,-0.0391751839952903,0.1296848922505531,-0.0933936413102723,0.066195852159418,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Random forest,551,0.2389233316124122,0.2562126353091397,0.346592773839164,0.162285526545839,0.3142413457807608,0.1778945464343961,0.3306399543276749,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Mean baseline,551,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
